
2023-10-04 13:10:00,NAN,NAN,NAN,0,0,1.768,NAN,NAN,-2.446,12.89
2023-10-04 13:20:00,NAN,NAN,NAN,0,0,NAN,NAN,NAN,-2.325,20.87
2023-10-04 15:30:00,NAN,NAN,NAN,0,0,1.851,NAN,NAN,-1.982,12.92
2023-10-04 15:40:00,NAN,NAN,NAN,0,0,1.851,NAN,NAN,-1.646,12.92
2023-10-04 15:50:00,NAN,NAN,NAN,6.218,142.2,1.849,NAN,NAN,-1.24,12.92
2023-10-04 16:00:00,NAN,NAN,NAN,6.077,121.9,1.848,NAN,NAN,-0.912,12.92
2023-10-04 16:10:00,NAN,NAN,NAN,5.459,148.6,1.849,NAN,NAN,-0.45,12.92
2023-10-04 16:20:00,NAN,NAN,NAN,5.314,104.7,1.849,NAN,NAN,-0.026,12.92
2023-10-04 16:30:00,NAN,NAN,NAN,5.024,107.8,1.849,NAN,NAN,0.324,12.92
2023-10-04 16:40:00,NAN,NAN,NAN,3.891,88.5,1.848,NAN,NAN,0.602,12.92
2023-10-04 16:50:00,NAN,NAN,NAN,3.497,122.5,1.849,NAN,NAN,0.836,12.91
2023-10-04 17:00:00,NAN,NAN,NAN,3.677,123,1.848,NAN,NAN,1.022,12.91
2023-10-04 17:10:00,NAN,NAN,NAN,3.951,109.1,1.848,NAN,NAN,1.162,12.91
2023-10-04 17:20:00,NAN,NAN,NAN,4.044,143.2,1.848,NAN,NAN,1.262,12.91
2023-10-04 17:30:00,NAN,NAN,NAN,5.175,154.6,1.848,NAN,NAN,1.335,12.91
2023-10-04 17:40:00,NAN,NAN,NAN,4.458,91.5,1.847,NAN,NAN,1.39,12.91
2023-10-04 17:50:00,NAN,NAN,NAN,3.033,100.9,1.847,NAN,NAN,1.439,12.91
2023-10-04 18:00:00,NAN,NAN,NAN,3.156,161.2,1.847,NAN,NAN,1.488,12.9
2023-10-04 18:10:00,NAN,NAN,NAN,3.038,70.77,1.848,NAN,NAN,1.533,12.9
2023-10-04 18:20:00,NAN,NAN,NAN,2.611,117.7,1.847,NAN,NAN,1.55,12.9
2023-10-04 18:30:00,NAN,NAN,NAN,2.972,114.9,1.847,NAN,NAN,1.548,12.89
2023-10-04 18:40:00,NAN,NAN,NAN,1.696,134.8,1.847,NAN,NAN,1.539,12.89
2023-10-04 18:50:00,NAN,NAN,NAN,1.767,148.2,1.847,NAN,NAN,1.542,12.88
2023-10-04 19:00:00,NAN,NAN,NAN,1.459,203.2,1.847,NAN,NAN,1.539,12.88
2023-10-04 19:10:00,NAN,NAN,NAN,1.259,198.6,1.847,NAN,NAN,1.527,12.88
2023-10-04 19:20:00,NAN,NAN,NAN,1.032,213,1.847,NAN,NAN,1.507,12.88
2023-10-04 19:30:00,NAN,NAN,NAN,0.71,283.7,1.848,NAN,NAN,1.495,12.87
2023-10-04 19:40:00,NAN,NAN,NAN,0.354,154.9,1.846,NAN,NAN,1.448,12.87
2023-10-04 19:50:00,NAN,NAN,NAN,0.599,163.2,1.847,NAN,NAN,1.415,12.86
2023-10-04 20:00:00,NAN,NAN,NAN,0.042,346.1,1.848,NAN,NAN,1.378,12.86
2023-10-04 20:10:00,NAN,NAN,NAN,0.4,293.9,1.849,NAN,NAN,1.326,12.85
2023-10-04 20:20:00,NAN,NAN,NAN,0.551,287.7,1.848,NAN,NAN,1.226,12.85
2023-10-04 20:30:00,NAN,NAN,NAN,0.274,179.6,1.848,NAN,NAN,1.117,12.85
2023-10-04 20:40:00,NAN,NAN,NAN,0.248,89.8,1.848,NAN,NAN,1.009,12.85
2023-10-04 20:50:00,NAN,NAN,NAN,0.4,94.4,1.849,NAN,NAN,0.905,12.84
2023-10-04 21:00:00,NAN,NAN,NAN,0.438,91.1,1.849,NAN,NAN,0.809,12.84
2023-10-04 21:10:00,NAN,NAN,NAN,0.478,75.71,1.849,NAN,NAN,0.745,12.83
2023-10-04 21:20:00,NAN,NAN,NAN,0.829,89.3,1.849,NAN,NAN,0.689,12.84
2023-10-04 21:30:00,NAN,NAN,NAN,0.681,111.5,1.849,NAN,NAN,0.636,12.83
2023-10-04 21:40:00,NAN,NAN,NAN,0.855,117.1,1.849,NAN,NAN,0.589,12.83
2023-10-04 21:50:00,NAN,NAN,NAN,0.959,136.2,1.849,NAN,NAN,0.546,12.83
2023-10-04 22:00:00,NAN,NAN,NAN,0.928,90.1,1.849,NAN,NAN,0.505,12.82
2023-10-04 22:10:00,NAN,NAN,NAN,0.273,108.5,1.848,NAN,NAN,0.484,12.82
2023-10-04 22:20:00,NAN,NAN,NAN,0,0,1.849,NAN,NAN,0.475,12.82
2023-10-04 22:30:00,NAN,NAN,NAN,0.125,32.92,1.849,NAN,NAN,0.462,12.82
2023-10-04 22:40:00,NAN,NAN,NAN,0.803,143.1,1.851,NAN,NAN,0.433,12.82
2023-10-04 22:50:00,NAN,NAN,NAN,0.854,113.2,1.85,NAN,NAN,0.352,12.82
2023-10-04 23:00:00,NAN,NAN,NAN,0.695,71.29,1.849,NAN,NAN,0.283,12.81
2023-10-04 23:10:00,NAN,NAN,NAN,0.568,81.8,1.849,NAN,NAN,0.259,12.81
2023-10-04 23:20:00,NAN,NAN,NAN,0.398,144.6,1.849,NAN,NAN,0.242,12.81
2023-10-04 23:30:00,NAN,NAN,NAN,0.222,81.1,1.849,NAN,NAN,0.219,12.8
2023-10-04 23:40:00,NAN,NAN,NAN,0.67,110.4,1.85,NAN,NAN,0.205,12.81
2023-10-04 23:50:00,NAN,NAN,NAN,0.4,118.8,1.85,NAN,NAN,0.184,12.81
2023-10-05 00:00:00,NAN,NAN,NAN,0.644,67.9,1.85,NAN,NAN,0.165,12.8
2023-10-05 00:10:00,NAN,NAN,NAN,0.345,79.68,1.849,NAN,NAN,0.156,12.8
2023-10-05 00:20:00,NAN,NAN,NAN,0.169,112.7,1.85,NAN,NAN,0.158,12.8
2023-10-05 00:30:00,NAN,NAN,NAN,0.427,75.39,1.849,NAN,NAN,0.151,12.79
2023-10-05 00:40:00,NAN,NAN,NAN,0.49,101.7,1.849,NAN,NAN,0.145,12.79
2023-10-05 00:50:00,NAN,NAN,NAN,0.487,135.6,1.849,NAN,NAN,0.155,12.79
2023-10-05 01:00:00,NAN,NAN,NAN,0.526,74.37,1.85,NAN,NAN,0.167,12.79
2023-10-05 01:10:00,NAN,NAN,NAN,0.738,96.7,1.85,NAN,NAN,0.189,12.79
2023-10-05 01:20:00,NAN,NAN,NAN,0.664,77.53,1.85,NAN,NAN,0.201,12.78
2023-10-05 01:30:00,NAN,NAN,NAN,0.934,74.45,1.85,NAN,NAN,0.199,12.78
2023-10-05 01:40:00,NAN,NAN,NAN,0.53,67.08,1.849,NAN,NAN,0.185,12.78
2023-10-05 01:50:00,NAN,NAN,NAN,1.113,39.41,1.85,NAN,NAN,0.171,12.78
2023-10-05 02:00:00,NAN,NAN,NAN,1.14,83.4,1.849,NAN,NAN,0.141,12.78
2023-10-05 02:10:00,NAN,NAN,NAN,0.814,133.9,1.849,NAN,NAN,0.136,12.78
2023-10-05 02:20:00,NAN,NAN,NAN,0.382,137.5,1.849,NAN,NAN,0.142,12.78
2023-10-05 02:30:00,NAN,NAN,NAN,0.288,105.1,1.849,NAN,NAN,0.156,12.77
2023-10-05 02:40:00,NAN,NAN,NAN,0.872,136.7,1.849,NAN,NAN,0.17,12.77
2023-10-05 02:50:00,NAN,NAN,NAN,1.327,163.8,1.848,NAN,NAN,0.172,12.77
2023-10-05 03:00:00,NAN,NAN,NAN,1.347,185.4,1.849,NAN,NAN,0.204,12.77
2023-10-05 03:10:00,NAN,NAN,NAN,2.113,150.4,1.848,NAN,NAN,0.253,12.77
2023-10-05 03:20:00,NAN,NAN,NAN,1.975,168.5,1.85,NAN,NAN,0.276,12.77
2023-10-05 03:30:00,NAN,NAN,NAN,2.102,169.2,1.849,NAN,NAN,0.258,12.76
2023-10-05 03:40:00,NAN,NAN,NAN,1.727,108.4,1.849,NAN,NAN,0.228,12.76
2023-10-05 03:50:00,NAN,NAN,NAN,1.017,139.7,1.849,NAN,NAN,0.202,12.76
2023-10-05 04:00:00,NAN,NAN,NAN,0.684,212.6,1.849,NAN,NAN,0.193,12.75
2023-10-05 04:10:00,NAN,NAN,NAN,1.441,183.4,1.848,NAN,NAN,0.224,12.76
2023-10-05 04:20:00,NAN,NAN,NAN,1.313,193.6,1.849,NAN,NAN,0.27,12.75
2023-10-05 04:30:00,NAN,NAN,NAN,2.916,156.2,1.848,NAN,NAN,0.307,12.75
2023-10-05 04:40:00,NAN,NAN,NAN,3.854,159.3,1.848,NAN,NAN,0.37,12.74
2023-10-05 04:50:00,NAN,NAN,NAN,3.976,179.2,1.848,NAN,NAN,0.453,12.75
2023-10-05 05:00:00,NAN,NAN,NAN,3.271,174.9,1.848,NAN,NAN,0.508,12.75
2023-10-05 05:10:00,NAN,NAN,NAN,3.439,187.3,1.847,NAN,NAN,0.52,12.74
2023-10-05 05:20:00,NAN,NAN,NAN,2.889,182.1,1.849,NAN,NAN,0.55,12.74
2023-10-05 05:30:00,NAN,NAN,NAN,1.849,213.1,1.849,NAN,NAN,0.57,12.74
2023-10-05 05:40:00,NAN,NAN,NAN,2.105,161.6,1.848,NAN,NAN,0.566,12.74
2023-10-05 05:50:00,NAN,NAN,NAN,1.249,206.2,1.849,NAN,NAN,0.546,12.74
2023-10-05 06:00:00,NAN,NAN,NAN,1.642,182.3,1.848,NAN,NAN,0.516,12.73
2023-10-05 06:10:00,NAN,NAN,NAN,0.9,130.7,1.85,NAN,NAN,0.501,12.74
2023-10-05 06:20:00,NAN,NAN,NAN,1.071,208.5,1.849,NAN,NAN,0.456,12.74
2023-10-05 06:30:00,NAN,NAN,NAN,1.97,163.3,1.848,NAN,NAN,0.431,12.74
2023-10-05 06:40:00,NAN,NAN,NAN,1.695,167.1,1.848,NAN,NAN,0.433,12.73
2023-10-05 06:50:00,NAN,NAN,NAN,1.566,166.3,1.848,NAN,NAN,0.409,12.73
2023-10-05 07:00:00,NAN,NAN,NAN,3.722,157.6,1.846,NAN,NAN,0.391,12.73
2023-10-05 07:10:00,NAN,NAN,NAN,4.833,133.6,1.847,NAN,NAN,0.462,12.73
2023-10-05 07:20:00,NAN,NAN,NAN,2.914,159.4,1.846,NAN,NAN,0.539,12.73
2023-10-05 07:30:00,NAN,NAN,NAN,1.725,216.2,1.846,NAN,NAN,0.586,12.72
2023-10-05 07:40:00,NAN,NAN,NAN,2.63,161.7,1.847,NAN,NAN,0.607,12.72
2023-10-05 07:50:00,NAN,NAN,NAN,4.352,154.1,1.847,NAN,NAN,0.634,12.72
2023-10-05 08:00:00,NAN,NAN,NAN,5.086,130.2,1.847,NAN,NAN,0.657,12.72
2023-10-05 08:10:00,NAN,NAN,NAN,6.262,148.6,1.847,NAN,NAN,0.675,12.72
2023-10-05 08:20:00,NAN,NAN,NAN,6.666,159.1,1.846,NAN,NAN,0.689,12.72
2023-10-05 08:30:00,NAN,NAN,NAN,7.059,140.9,1.848,NAN,NAN,0.693,12.71
2023-10-05 08:40:00,NAN,NAN,NAN,7.934,132.3,1.846,NAN,NAN,0.721,12.71
2023-10-05 08:50:00,NAN,NAN,NAN,8.37,145,1.847,NAN,NAN,0.774,12.71
2023-10-05 09:00:00,NAN,NAN,NAN,7.939,155.6,1.846,NAN,NAN,0.833,12.71
2023-10-05 09:10:00,NAN,NAN,NAN,8.8,121.3,1.846,NAN,NAN,0.89,12.71
2023-10-05 09:20:00,NAN,NAN,NAN,9.52,151.7,1.846,NAN,NAN,0.944,12.71
2023-10-05 09:30:00,NAN,NAN,NAN,9.63,159,1.847,NAN,NAN,0.995,12.71
2023-10-05 09:40:00,NAN,NAN,NAN,9.57,114,1.847,NAN,NAN,1.031,12.71
2023-10-05 09:50:00,NAN,NAN,NAN,9.15,127,1.846,NAN,NAN,1.035,12.71
2023-10-05 10:00:00,NAN,NAN,NAN,9.35,137.4,1.847,NAN,NAN,1.029,12.7
2023-10-05 10:10:00,NAN,NAN,NAN,9.67,132.5,1.846,NAN,NAN,1.044,12.71
2023-10-05 10:20:00,NAN,NAN,NAN,9.63,118.8,1.846,NAN,NAN,1.046,12.71
2023-10-05 10:30:00,NAN,NAN,NAN,11.03,142.1,1.846,NAN,NAN,1.056,12.71
2023-10-05 10:40:00,NAN,NAN,NAN,10.92,148.9,1.846,NAN,NAN,1.087,12.7
2023-10-05 10:50:00,NAN,NAN,NAN,9.56,103.3,1.845,NAN,NAN,1.12,12.71
2023-10-05 11:00:00,NAN,NAN,NAN,9.83,172.3,1.847,NAN,NAN,1.037,12.69
2023-10-05 11:10:00,NAN,NAN,NAN,0,0,1.616,NAN,NAN,-0.016,12.71
2023-10-05 11:20:00,NAN,NAN,NAN,9.72,153,1.618,NAN,NAN,-0.464,12.71
2023-10-05 11:30:00,NAN,NAN,NAN,9.78,145.1,1.685,NAN,NAN,-0.462,12.72
2023-10-05 11:40:00,-1.3,66.1,961.8,10.68,145.2,1.623,0,0,-0.569,12.7
2023-10-05 11:50:00,NAN,66.1,961.8,10.08,150.9,1.688,0,0,-0.585,12.73
2023-10-05 12:00:00,-1.3,64.8,961.2,11.84,151.7,1.852,0,0,-0.169,12.72
2023-10-05 12:10:00,-1.4,65.1,961.1,10.75,126.3,1.877,0,0,0.298,12.76
2023-10-05 12:20:00,-1.3,64.4,961.6,12.67,130.3,1.58,0,0,0.705,13.04
2023-10-05 12:30:00,-1.3,64.2,961.3,12.76,151,0,0,0,1.161,13.06
2023-10-05 12:40:00,-1.3,64,961.4,11.76,121,1.837,0,0,-0.044,13.06
2023-10-05 12:50:00,-1.3,63.4,961.2,11.73,131.8,1.846,0,0,0.357,13.07
2023-10-05 13:00:00,-1.3,63.9,961.3,12.68,138.6,1.849,0,0,0.908,13.08
2023-10-05 13:10:00,-1.3,64,961.3,12.47,122.9,1.849,0,0,1.465,13.1
2023-10-05 13:20:00,-1.2,64.7,961.4,12.05,130,1.849,0,0,1.898,13.11
2023-10-05 13:30:00,-1.3,63.8,961.4,11.64,156.1,1.848,0,0,2.21,13.09
2023-10-05 13:40:00,-1.4,64.3,961.3,13.23,147.8,1.846,0,0,2.382,13.14
2023-10-05 13:50:00,-1.3,64.5,961.3,12.89,128.5,1.848,0,0,2.48,13.15
2023-10-05 14:00:00,-1.5,65,961.1,12.53,134,1.847,0,0,2.549,13.11
2023-10-05 14:10:00,-1.5,63.9,960.6,13.45,128.6,1.849,0,0,2.557,13.17
2023-10-05 14:20:00,-1.5,62.3,960.5,14.19,144.4,1.85,0,0,2.542,13.2
