Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 10/10/2013
TIME       : 21:56:08
FILENAME   : D:\Diver Office\CSV\bro_oevre2_131010215608_88034.CSV
CREATED BY : SWS Diver-Office 3.0.90.7
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=13
  Status                  =Started =0
  Serial number           =.N15-88034  312.
  Instrument number       =                    
                          =0
  Location                =bro_oevre2
  Sample period           =M20
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =0.0       cm
  Range                   =1000.0    cm
  Master level            =0         CM WC
  Altitude                =4         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =30.000    mS/cm


[Series settings]
  Serial number           =.N15-88034  312.
  Instrument number       =                    
  Location                =bro_oevre2
  Sample period           =00 00:20:00 0
  Sample method           =T   
  Start date / time       =00:00:10 09-05-13
  End date / time         =00:20:16 10-10-13
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =0.0       cm
  Range                   =1000.0    cm
  Master level            =0         CM WC
  Altitude                =4         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =30.000    mS/cm


[Data]
11108
Date/time;Pressure[cm];Temperature[°C];1:Conductivity[mS/cm]
2013-05-10 00:00:00;1016.0;1.19;0.001
2013-05-10 00:20:00;1016.3;1.11;0.001
2013-05-10 00:40:00;1016.5;1.06;0.001
2013-05-10 01:00:00;1016.5;0.99;0.001
2013-05-10 01:20:00;1017.2;0.89;0.001
2013-05-10 01:40:00;1017.2;0.72;0.001
2013-05-10 02:00:00;1016.9;0.72;0.001
2013-05-10 02:20:00;1017.4;0.80;0.001
2013-05-10 02:40:00;1017.7;0.74;0.001
2013-05-10 03:00:00;1017.9;0.79;0.001
2013-05-10 03:20:00;1018.1;0.78;0.001
2013-05-10 03:40:00;1017.9;0.78;0.001
2013-05-10 04:00:00;1017.7;0.83;0.001
2013-05-10 04:20:00;1018.2;0.78;0.001
2013-05-10 04:40:00;1018.6;1.00;0.001
2013-05-10 05:00:00;1018.4;1.02;0.001
2013-05-10 05:20:00;1019.1;0.88;0.001
2013-05-10 05:40:00;1019.1;0.85;0.001
2013-05-10 06:00:00;1019.8;0.82;0.001
2013-05-10 06:20:00;1020.0;0.74;0.001
2013-05-10 06:40:00;1020.0;0.73;0.001
2013-05-10 07:00:00;1020.3;0.84;0.001
2013-05-10 07:20:00;1021.0;0.64;0.001
2013-05-10 07:40:00;1021.5;0.48;0.001
2013-05-10 08:00:00;1022.2;0.49;0.001
2013-05-10 08:20:00;1023.4;0.14;0.001
2013-05-10 08:40:00;1023.9;-0.20;0.001
2013-05-10 09:00:00;1024.4;-0.20;0.001
2013-05-10 09:20:00;1025.3;0.02;0.001
2013-05-10 09:40:00;1025.8;0.13;0.001
2013-05-10 10:00:00;1025.5;0.34;0.001
2013-05-10 10:20:00;1025.8;0.52;0.001
2013-05-10 10:40:00;1026.0;0.40;0.001
2013-05-10 11:00:00;1026.7;0.36;0.001
2013-05-10 11:20:00;1027.0;0.47;0.000
2013-05-10 11:40:00;1027.2;0.33;0.001
2013-05-10 12:00:00;1027.5;0.25;0.000
2013-05-10 12:20:00;1028.2;0.43;0.001
2013-05-10 12:40:00;1027.9;0.59;0.000
2013-05-10 13:00:00;1027.9;0.40;0.001
2013-05-10 13:20:00;1027.7;0.37;0.001
2013-05-10 13:40:00;1027.7;0.42;0.001
2013-05-10 14:00:00;1028.4;0.54;0.001
2013-05-10 14:20:00;1028.2;0.60;0.001
2013-05-10 14:40:00;1028.2;0.67;0.001
2013-05-10 15:00:00;1027.9;0.73;0.001
2013-05-10 15:20:00;1027.9;0.70;0.001
2013-05-10 15:40:00;1028.2;0.63;0.001
2013-05-10 16:00:00;1028.7;0.59;0.001
2013-05-10 16:20:00;1028.9;0.50;0.001
2013-05-10 16:40:00;1028.7;0.44;0.001
2013-05-10 17:00:00;1028.9;0.41;0.001
2013-05-10 17:20:00;1028.7;0.38;0.001
2013-05-10 17:40:00;1028.9;-0.08;0.001
2013-05-10 18:00:00;1029.1;-0.27;0.001
2013-05-10 18:20:00;1029.4;-0.24;0.001
2013-05-10 18:40:00;1029.4;-0.19;0.001
2013-05-10 19:00:00;1029.6;-0.45;0.001
2013-05-10 19:20:00;1030.1;-0.58;0.001
2013-05-10 19:40:00;1030.3;-0.65;0.001
2013-05-10 20:00:00;1031.5;-1.04;0.001
2013-05-10 20:20:00;1031.3;-1.33;0.001
2013-05-10 20:40:00;1031.3;-1.50;0.001
2013-05-10 21:00:00;1031.7;-1.65;0.001
2013-05-10 21:20:00;1031.7;-1.70;0.001
2013-05-10 21:40:00;1031.9;-1.74;0.001
2013-05-10 22:00:00;1032.0;-2.03;0.001
2013-05-10 22:20:00;1032.2;-2.64;0.001
2013-05-10 22:40:00;1032.4;-2.79;0.001
2013-05-10 23:00:00;1032.4;-2.77;0.001
2013-05-10 23:20:00;1032.4;-3.36;0.001
2013-05-10 23:40:00;1032.4;-3.47;0.001
2013-05-11 00:00:00;1032.4;-3.67;0.001
2013-05-11 00:20:00;1032.7;-3.49;0.001
2013-05-11 00:40:00;1032.4;-3.63;0.001
2013-05-11 01:00:00;1032.9;-3.51;0.001
2013-05-11 01:20:00;1032.4;-3.44;0.001
2013-05-11 01:40:00;1032.2;-3.85;0.001
2013-05-11 02:00:00;1032.9;-3.90;0.001
2013-05-11 02:20:00;1032.7;-4.10;0.001
2013-05-11 02:40:00;1032.8;-4.72;0.001
2013-05-11 03:00:00;1032.7;-4.98;0.001
2013-05-11 03:20:00;1032.9;-4.80;0.001
2013-05-11 03:40:00;1033.3;-4.67;0.001
2013-05-11 04:00:00;1033.1;-4.82;0.001
2013-05-11 04:20:00;1033.6;-4.80;0.001
2013-05-11 04:40:00;1033.1;-4.69;0.001
2013-05-11 05:00:00;1033.9;-4.73;0.001
2013-05-11 05:20:00;1033.6;-4.61;0.001
2013-05-11 05:40:00;1033.6;-4.52;0.001
2013-05-11 06:00:00;1033.9;-4.47;0.001
2013-05-11 06:20:00;1034.3;-4.25;0.001
2013-05-11 06:40:00;1034.1;-4.36;0.001
2013-05-11 07:00:00;1034.0;-4.23;0.001
2013-05-11 07:20:00;1034.1;-4.20;0.001
2013-05-11 07:40:00;1033.9;-4.06;0.001
2013-05-11 08:00:00;1033.9;-3.94;0.001
2013-05-11 08:20:00;1034.1;-3.39;0.001
2013-05-11 08:40:00;1033.9;-2.88;0.001
2013-05-11 09:00:00;1034.1;-2.67;0.001
2013-05-11 09:20:00;1033.2;-2.54;0.001
2013-05-11 09:40:00;1033.9;-2.34;0.001
2013-05-11 10:00:00;1033.9;-2.49;0.001
2013-05-11 10:20:00;1034.1;-2.71;0.001
2013-05-11 10:40:00;1033.6;-3.18;0.001
2013-05-11 11:00:00;1033.6;-3.08;0.001
2013-05-11 11:20:00;1033.9;-2.78;0.001
2013-05-11 11:40:00;1033.4;-2.56;0.001
2013-05-11 12:00:00;1033.7;-2.40;0.001
2013-05-11 12:20:00;1033.4;-2.30;0.001
2013-05-11 12:40:00;1033.2;-1.85;0.001
2013-05-11 13:00:00;1033.7;-1.87;0.001
2013-05-11 13:20:00;1033.4;-1.84;0.001
2013-05-11 13:40:00;1033.7;-1.82;0.001
2013-05-11 14:00:00;1033.7;-2.12;0.001
2013-05-11 14:20:00;1033.9;-2.15;0.001
2013-05-11 14:40:00;1034.1;-2.59;0.001
2013-05-11 15:00:00;1034.1;-2.59;0.001
2013-05-11 15:20:00;1034.1;-2.62;0.001
2013-05-11 15:40:00;1033.7;-2.33;0.001
2013-05-11 16:00:00;1033.9;-2.04;0.001
2013-05-11 16:20:00;1034.1;-1.86;0.001
2013-05-11 16:40:00;1034.4;-1.89;0.001
2013-05-11 17:00:00;1034.6;-1.89;0.001
2013-05-11 17:20:00;1035.1;-1.82;0.001
2013-05-11 17:40:00;1035.0;-1.81;0.001
2013-05-11 18:00:00;1035.1;-1.92;0.001
2013-05-11 18:20:00;1035.8;-2.44;0.001
2013-05-11 18:40:00;1035.8;-2.80;0.001
2013-05-11 19:00:00;1036.0;-3.13;0.001
2013-05-11 19:20:00;1036.2;-2.99;0.001
2013-05-11 19:40:00;1037.0;-2.87;0.001
2013-05-11 20:00:00;1037.2;-2.69;0.001
2013-05-11 20:20:00;1037.2;-2.37;0.001
2013-05-11 20:40:00;1037.7;-2.29;0.001
2013-05-11 21:00:00;1037.7;-2.42;0.001
2013-05-11 21:20:00;1038.0;-2.82;0.001
2013-05-11 21:40:00;1038.2;-3.09;0.001
2013-05-11 22:00:00;1038.2;-3.22;0.001
2013-05-11 22:20:00;1038.6;-3.27;0.001
2013-05-11 22:40:00;1038.6;-3.30;0.001
2013-05-11 23:00:00;1038.9;-3.37;0.001
2013-05-11 23:20:00;1039.6;-3.55;0.001
2013-05-11 23:40:00;1039.4;-3.72;0.001
2013-05-12 00:00:00;1039.6;-3.81;0.001
2013-05-12 00:20:00;1039.6;-3.96;0.001
2013-05-12 00:40:00;1040.0;-4.32;0.001
2013-05-12 01:00:00;1040.5;-4.25;0.001
2013-05-12 01:20:00;1040.3;-4.31;0.001
2013-05-12 01:40:00;1040.8;-4.69;0.001
2013-05-12 02:00:00;1040.8;-5.37;0.001
2013-05-12 02:20:00;1041.4;-5.60;0.001
2013-05-12 02:40:00;1041.7;-5.40;0.001
2013-05-12 03:00:00;1042.0;-5.30;0.001
2013-05-12 03:20:00;1042.1;-5.64;0.001
2013-05-12 03:40:00;1042.4;-6.18;0.001
2013-05-12 04:00:00;1042.6;-6.47;0.001
2013-05-12 04:20:00;1043.1;-6.51;0.001
2013-05-12 04:40:00;1043.3;-6.57;0.001
2013-05-12 05:00:00;1043.3;-6.48;0.001
2013-05-12 05:20:00;1044.3;-6.29;0.001
2013-05-12 05:40:00;1043.8;-6.28;0.001
2013-05-12 06:00:00;1043.9;-6.14;0.001
2013-05-12 06:20:00;1044.1;-6.08;0.001
2013-05-12 06:40:00;1044.5;-5.92;0.001
2013-05-12 07:00:00;1044.3;-5.67;0.001
2013-05-12 07:20:00;1044.8;-5.36;0.001
2013-05-12 07:40:00;1044.6;-4.96;0.001
2013-05-12 08:00:00;1045.0;-4.71;0.001
2013-05-12 08:20:00;1044.6;-4.44;0.001
2013-05-12 08:40:00;1044.9;-4.25;0.001
2013-05-12 09:00:00;1044.8;-3.98;0.001
2013-05-12 09:20:00;1044.9;-3.80;0.001
2013-05-12 09:40:00;1045.1;-3.67;0.001
2013-05-12 10:00:00;1045.1;-3.48;0.001
2013-05-12 10:20:00;1044.9;-3.18;0.001
2013-05-12 10:40:00;1044.6;-2.94;0.001
2013-05-12 11:00:00;1044.9;-2.68;0.001
2013-05-12 11:20:00;1044.9;-2.49;0.001
2013-05-12 11:40:00;1044.6;-2.29;0.001
2013-05-12 12:00:00;1044.7;-2.03;0.001
2013-05-12 12:20:00;1044.9;-1.86;0.001
2013-05-12 12:40:00;1044.9;-1.46;0.001
2013-05-12 13:00:00;1044.9;-1.40;0.001
2013-05-12 13:20:00;1044.7;-1.35;0.001
2013-05-12 13:40:00;1045.1;-1.35;0.001
2013-05-12 14:00:00;1045.1;-1.53;0.001
2013-05-12 14:20:00;1044.7;-1.54;0.001
2013-05-12 14:40:00;1044.6;-1.43;0.001
2013-05-12 15:00:00;1045.2;-1.38;0.001
2013-05-12 15:20:00;1045.1;-1.35;0.001
2013-05-12 15:40:00;1045.3;-1.46;0.001
2013-05-12 16:00:00;1044.6;-1.57;0.001
2013-05-12 16:20:00;1044.7;-1.61;0.001
2013-05-12 16:40:00;1045.3;-1.62;0.001
2013-05-12 17:00:00;1045.4;-1.61;0.001
2013-05-12 17:20:00;1045.2;-1.63;0.001
2013-05-12 17:40:00;1045.2;-1.59;0.001
2013-05-12 18:00:00;1044.9;-1.59;0.001
2013-05-12 18:20:00;1044.9;-1.61;0.001
2013-05-12 18:40:00;1044.7;-1.58;0.001
2013-05-12 19:00:00;1044.9;-1.61;0.001
2013-05-12 19:20:00;1045.1;-1.67;0.001
2013-05-12 19:40:00;1044.9;-1.68;0.001
2013-05-12 20:00:00;1044.9;-1.82;0.001
2013-05-12 20:20:00;1045.3;-1.90;0.001
2013-05-12 20:40:00;1044.9;-1.91;0.001
2013-05-12 21:00:00;1044.9;-2.07;0.001
2013-05-12 21:20:00;1045.1;-2.29;0.001
2013-05-12 21:40:00;1045.3;-2.58;0.001
2013-05-12 22:00:00;1044.9;-2.86;0.001
2013-05-12 22:20:00;1044.6;-3.06;0.001
2013-05-12 22:40:00;1044.9;-3.37;0.001
2013-05-12 23:00:00;1045.6;-3.83;0.001
2013-05-12 23:20:00;1045.1;-4.07;0.001
2013-05-12 23:40:00;1045.6;-4.24;0.001
2013-05-13 00:00:00;1045.6;-4.64;0.001
2013-05-13 00:20:00;1045.5;-4.90;0.001
2013-05-13 00:40:00;1045.3;-5.10;0.001
2013-05-13 01:00:00;1045.1;-5.40;0.001
2013-05-13 01:20:00;1045.7;-5.72;0.001
2013-05-13 01:40:00;1045.5;-5.99;0.001
2013-05-13 02:00:00;1045.8;-6.14;0.001
2013-05-13 02:20:00;1045.5;-6.32;0.001
2013-05-13 02:40:00;1045.5;-6.49;0.001
2013-05-13 03:00:00;1045.5;-6.64;0.001
2013-05-13 03:20:00;1045.3;-6.68;0.001
2013-05-13 03:40:00;1045.7;-6.74;0.001
2013-05-13 04:00:00;1045.3;-6.92;0.001
2013-05-13 04:20:00;1045.0;-6.86;0.001
2013-05-13 04:40:00;1044.8;-6.97;0.001
2013-05-13 05:00:00;1044.5;-7.13;0.001
2013-05-13 05:20:00;1044.5;-7.15;0.001
2013-05-13 05:40:00;1044.3;-7.07;0.001
2013-05-13 06:00:00;1044.1;-6.83;0.001
2013-05-13 06:20:00;1043.8;-6.63;0.001
2013-05-13 06:40:00;1043.3;-6.60;0.001
2013-05-13 07:00:00;1042.7;-6.40;0.001
2013-05-13 07:20:00;1042.9;-5.98;0.001
2013-05-13 07:40:00;1042.2;-5.56;0.001
2013-05-13 08:00:00;1042.0;-5.29;0.001
2013-05-13 08:20:00;1042.0;-4.98;0.001
2013-05-13 08:40:00;1041.7;-4.63;0.001
2013-05-13 09:00:00;1041.7;-4.37;0.001
2013-05-13 09:20:00;1041.3;-4.16;0.001
2013-05-13 09:40:00;1041.3;-3.96;0.001
2013-05-13 10:00:00;1040.5;-3.71;0.001
2013-05-13 10:20:00;1040.1;-3.49;0.001
2013-05-13 10:40:00;1039.8;-3.14;0.001
2013-05-13 11:00:00;1039.6;-3.02;0.001
2013-05-13 11:20:00;1039.6;-2.53;0.001
2013-05-13 11:40:00;1039.4;-2.25;0.001
2013-05-13 12:00:00;1039.1;-2.11;0.001
2013-05-13 12:20:00;1038.5;-1.85;0.001
2013-05-13 12:40:00;1038.4;-1.46;0.001
2013-05-13 13:00:00;1038.5;-1.44;0.001
2013-05-13 13:20:00;1037.7;-1.22;0.001
2013-05-13 13:40:00;1037.5;-0.94;0.001
2013-05-13 14:00:00;1037.9;-0.86;0.001
2013-05-13 14:20:00;1037.7;-0.92;0.001
2013-05-13 14:40:00;1037.7;-0.73;0.001
2013-05-13 15:00:00;1037.5;-0.54;0.001
2013-05-13 15:20:00;1037.5;-0.65;0.001
2013-05-13 15:40:00;1037.5;-0.60;0.001
2013-05-13 16:00:00;1037.5;-0.44;0.001
2013-05-13 16:20:00;1037.2;-0.44;0.001
2013-05-13 16:40:00;1036.8;-0.41;0.001
2013-05-13 17:00:00;1036.8;-0.52;0.001
2013-05-13 17:20:00;1036.6;-0.50;0.001
2013-05-13 17:40:00;1036.6;-0.48;0.001
2013-05-13 18:00:00;1036.6;-0.48;0.001
2013-05-13 18:20:00;1036.1;-0.24;0.001
2013-05-13 18:40:00;1036.6;-0.01;0.001
2013-05-13 19:00:00;1036.6;0.36;0.001
2013-05-13 19:20:00;1036.3;0.13;0.001
2013-05-13 19:40:00;1036.3;0.08;0.001
2013-05-13 20:00:00;1036.1;0.02;0.001
2013-05-13 20:20:00;1036.6;0.06;0.001
2013-05-13 20:40:00;1036.3;-0.03;0.001
2013-05-13 21:00:00;1036.3;-0.13;0.001
2013-05-13 21:20:00;1036.1;-0.20;0.001
2013-05-13 21:40:00;1036.2;-0.32;0.001
2013-05-13 22:00:00;1036.6;-0.48;0.001
2013-05-13 22:20:00;1036.6;-0.55;0.001
2013-05-13 22:40:00;1036.3;-0.62;0.001
2013-05-13 23:00:00;1036.1;-0.70;0.001
2013-05-13 23:20:00;1035.8;-0.79;0.001
2013-05-13 23:40:00;1035.5;-0.88;0.001
2013-05-14 00:00:00;1035.6;-0.90;0.001
2013-05-14 00:20:00;1035.3;-0.88;0.001
2013-05-14 00:40:00;1035.3;-0.95;0.001
2013-05-14 01:00:00;1035.4;-1.00;0.001
2013-05-14 01:20:00;1035.0;-1.13;0.001
2013-05-14 01:40:00;1034.6;-1.00;0.001
2013-05-14 02:00:00;1034.4;-1.12;0.001
2013-05-14 02:20:00;1034.1;-1.02;0.001
2013-05-14 02:40:00;1033.9;-0.92;0.001
2013-05-14 03:00:00;1033.7;-0.86;0.001
2013-05-14 03:20:00;1033.4;-0.93;0.001
2013-05-14 03:40:00;1033.2;-0.81;0.001
2013-05-14 04:00:00;1032.5;-0.71;0.001
2013-05-14 04:20:00;1032.2;-0.91;0.001
2013-05-14 04:40:00;1032.0;-1.12;0.001
2013-05-14 05:00:00;1031.8;-0.97;0.001
2013-05-14 05:20:00;1030.6;-1.01;0.001
2013-05-14 05:40:00;1030.1;-1.01;0.001
2013-05-14 06:00:00;1029.9;-1.02;0.001
2013-05-14 06:20:00;1029.4;-0.96;0.001
2013-05-14 06:40:00;1029.3;-0.90;0.001
2013-05-14 07:00:00;1029.1;-0.89;0.001
2013-05-14 07:20:00;1028.9;-0.82;0.001
2013-05-14 07:40:00;1028.2;-0.76;0.001
2013-05-14 08:00:00;1028.2;-0.69;0.001
2013-05-14 08:20:00;1027.9;-0.63;0.001
2013-05-14 08:40:00;1027.5;-0.66;0.001
2013-05-14 09:00:00;1027.7;-0.68;0.001
2013-05-14 09:20:00;1027.0;-0.64;0.001
2013-05-14 09:40:00;1027.5;-0.56;0.001
2013-05-14 10:00:00;1027.6;-0.44;0.001
2013-05-14 10:20:00;1027.2;-0.41;0.001
2013-05-14 10:40:00;1027.0;-0.45;0.001
2013-05-14 11:00:00;1026.5;-0.50;0.001
2013-05-14 11:20:00;1026.5;-0.43;0.001
2013-05-14 11:40:00;1025.8;-0.14;0.001
2013-05-14 12:00:00;1026.5;-0.10;0.001
2013-05-14 12:20:00;1026.3;-0.13;0.001
2013-05-14 12:40:00;1025.5;-0.17;0.001
2013-05-14 13:00:00;1025.3;-0.06;0.001
2013-05-14 13:20:00;1025.5;0.08;0.001
2013-05-14 13:40:00;1025.3;0.42;0.001
2013-05-14 14:00:00;1024.8;0.67;0.001
2013-05-14 14:20:00;1025.3;0.83;0.001
2013-05-14 14:40:00;1025.3;1.08;0.001
2013-05-14 15:00:00;1025.1;1.17;0.001
2013-05-14 15:20:00;1025.1;1.30;0.001
2013-05-14 15:40:00;1025.1;1.35;0.001
2013-05-14 16:00:00;1025.1;1.53;0.001
2013-05-14 16:20:00;1025.1;1.63;0.001
2013-05-14 16:40:00;1025.5;1.62;0.001
2013-05-14 17:00:00;1024.9;1.50;0.001
2013-05-14 17:20:00;1025.4;1.45;0.001
2013-05-14 17:40:00;1025.3;1.39;0.001
2013-05-14 18:00:00;1025.3;1.42;0.001
2013-05-14 18:20:00;1025.3;1.39;0.001
2013-05-14 18:40:00;1025.1;1.38;0.001
2013-05-14 19:00:00;1025.3;1.69;0.001
2013-05-14 19:20:00;1025.1;1.51;0.001
2013-05-14 19:40:00;1025.3;1.43;0.001
2013-05-14 20:00:00;1025.5;1.28;0.001
2013-05-14 20:20:00;1025.5;1.34;0.001
2013-05-14 20:40:00;1025.8;1.39;0.001
2013-05-14 21:00:00;1026.3;1.23;0.001
2013-05-14 21:20:00;1026.3;1.16;0.001
2013-05-14 21:40:00;1026.3;1.11;0.001
2013-05-14 22:00:00;1027.0;1.00;0.001
2013-05-14 22:20:00;1027.0;0.88;0.001
2013-05-14 22:40:00;1027.2;0.74;0.001
2013-05-14 23:00:00;1028.2;0.50;0.001
2013-05-14 23:20:00;1027.9;0.35;0.001
2013-05-14 23:40:00;1028.2;0.23;0.001
2013-05-15 00:00:00;1028.7;0.17;0.001
2013-05-15 00:20:00;1029.4;0.09;0.001
2013-05-15 00:40:00;1029.4;0.01;0.001
2013-05-15 01:00:00;1029.6;-0.06;0.001
2013-05-15 01:20:00;1030.1;-0.18;0.001
2013-05-15 01:40:00;1030.6;-0.33;0.001
2013-05-15 02:00:00;1030.8;-0.43;0.001
2013-05-15 02:20:00;1031.3;-0.51;0.001
2013-05-15 02:40:00;1031.5;-0.59;0.001
2013-05-15 03:00:00;1032.2;-0.62;0.001
2013-05-15 03:20:00;1032.7;-0.64;0.001
2013-05-15 03:40:00;1033.2;-0.66;0.001
2013-05-15 04:00:00;1033.2;-0.71;0.001
2013-05-15 04:20:00;1033.7;-0.90;0.001
2013-05-15 04:40:00;1033.4;-0.99;0.001
2013-05-15 05:00:00;1034.3;-0.99;0.001
2013-05-15 05:20:00;1034.4;-1.01;0.001
2013-05-15 05:40:00;1034.4;-1.01;0.001
2013-05-15 06:00:00;1034.6;-0.96;0.001
2013-05-15 06:20:00;1034.9;-0.87;0.001
2013-05-15 06:40:00;1035.4;-0.76;0.001
2013-05-15 07:00:00;1035.4;-0.65;0.001
2013-05-15 07:20:00;1035.6;-0.52;0.001
2013-05-15 07:40:00;1036.3;-0.45;0.001
2013-05-15 08:00:00;1036.3;-0.39;0.001
2013-05-15 08:20:00;1036.6;-0.34;0.001
2013-05-15 08:40:00;1037.2;-0.53;0.001
2013-05-15 09:00:00;1037.3;-0.58;0.001
2013-05-15 09:20:00;1037.7;-0.57;0.001
2013-05-15 09:40:00;1038.2;-0.58;0.001
2013-05-15 10:00:00;1038.6;-0.56;0.001
2013-05-15 10:20:00;1038.7;-0.47;0.001
2013-05-15 10:40:00;1038.7;-0.41;0.001
2013-05-15 11:00:00;1039.2;-0.30;0.001
2013-05-15 11:20:00;1038.7;-0.19;0.001
2013-05-15 11:40:00;1038.9;-0.10;0.001
2013-05-15 12:00:00;1038.9;-0.03;0.001
2013-05-15 12:20:00;1039.4;0.11;0.001
2013-05-15 12:40:00;1039.2;0.19;0.001
2013-05-15 13:00:00;1039.2;0.27;0.001
2013-05-15 13:20:00;1039.5;0.46;0.001
2013-05-15 13:40:00;1039.4;0.41;0.001
2013-05-15 14:00:00;1039.7;0.45;0.001
2013-05-15 14:20:00;1039.9;0.56;0.001
2013-05-15 14:40:00;1039.9;0.55;0.001
2013-05-15 15:00:00;1039.9;0.61;0.001
2013-05-15 15:20:00;1040.4;0.57;0.001
2013-05-15 15:40:00;1040.0;0.51;0.001
2013-05-15 16:00:00;1039.9;0.52;0.001
2013-05-15 16:20:00;1039.9;0.64;0.001
2013-05-15 16:40:00;1040.1;0.61;0.001
2013-05-15 17:00:00;1040.1;0.58;0.001
2013-05-15 17:20:00;1039.9;0.46;0.001
2013-05-15 17:40:00;1040.4;0.39;0.001
2013-05-15 18:00:00;1040.1;0.32;0.001
2013-05-15 18:20:00;1040.1;0.28;0.001
2013-05-15 18:40:00;1039.9;0.16;0.001
2013-05-15 19:00:00;1040.1;0.07;0.001
2013-05-15 19:20:00;1039.9;-0.19;0.001
2013-05-15 19:40:00;1039.9;-0.30;0.001
2013-05-15 20:00:00;1039.9;-0.46;0.001
2013-05-15 20:20:00;1040.1;-0.60;0.001
