Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 05/10/2010
TIME       : 10:39:02
FILENAME   : D:\Kangdata_okt2010\Divere\raadata\CSV\bro_oevre2_101005103902_88034.CSV
CREATED BY : SWS Diver-Office 3.0.90.7
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=13
  Status                  =Started =0
  Serial number           =.N01-88034  312.
  Instrument number       =                    
                          =0
  Location                =bro_oevre2
  Sample period           =M20
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =0.0       cm
  Range                   =1000.0    cm
  Master level            =0         CM WC
  Altitude                =4         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =30.000    mS/cm


[Series settings]
  Serial number           =.N01-88034  312.
  Instrument number       =                    
  Location                =bro_oevre2
  Sample period           =00 00:20:00 0
  Sample method           =T   
  Start date / time       =00:00:12 08-05-10
  End date / time         =00:20:05 05-10-10
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =0.0       cm
  Range                   =1000.0    cm
  Master level            =0         CM WC
  Altitude                =4         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =30.000    mS/cm


[Data]
10781
Date/time;Pressure[cm];Temperature[°C];1:Conductivity[mS/cm]
2010-05-11 07:20:00;1169.6;2.45;0.016
2010-05-11 07:40:00;1168.3;2.35;0.016
2010-05-11 08:00:00;1168.3;2.19;0.016
2010-05-11 08:20:00;1170.8;2.09;0.016
2010-05-11 08:40:00;1169.1;2.08;0.016
2010-05-11 09:00:00;1171.0;2.01;0.016
2010-05-11 09:20:00;1172.1;2.00;0.016
2010-05-11 09:40:00;1171.5;1.97;0.016
2010-05-11 10:00:00;1177.4;2.03;0.016
2010-05-11 10:20:00;1180.3;2.04;0.016
2010-05-11 10:40:00;1182.7;2.08;0.016
2010-05-11 11:00:00;1183.2;2.07;0.016
2010-05-11 11:20:00;1186.0;2.10;0.017
2010-05-11 11:40:00;1187.7;2.11;0.017
2010-05-11 12:00:00;1187.7;2.09;0.017
2010-05-11 12:20:00;1187.2;2.10;0.017
2010-05-11 12:40:00;1190.1;2.14;0.017
2010-05-11 13:00:00;1190.6;2.15;0.017
2010-05-11 13:20:00;1193.9;2.19;0.016
2010-05-11 13:40:00;1193.0;2.23;0.017
2010-05-11 14:00:00;1193.0;2.27;0.017
2010-05-11 14:20:00;1191.3;2.31;0.017
2010-05-11 14:40:00;1197.3;2.30;0.017
2010-05-11 15:00:00;1196.4;2.41;0.017
2010-05-11 15:20:00;1197.3;2.47;0.017
2010-05-11 15:40:00;1198.2;2.48;0.017
2010-05-11 16:00:00;1199.2;2.56;0.017
2010-05-11 16:20:00;1197.6;2.62;0.017
2010-05-11 16:40:00;1198.0;2.68;0.017
2010-05-11 17:00:00;1198.5;2.73;0.018
2010-05-11 17:20:00;1200.7;2.78;0.018
2010-05-11 17:40:00;1196.6;2.81;0.018
2010-05-11 18:00:00;1196.1;2.86;0.018
2010-05-11 18:20:00;1193.2;2.90;0.018
2010-05-11 18:40:00;1194.6;2.97;0.018
2010-05-11 19:00:00;1197.1;2.99;0.019
2010-05-11 19:20:00;1196.1;2.96;0.019
2010-05-11 19:40:00;1194.9;2.99;0.019
2010-05-11 20:00:00;1196.1;2.96;0.019
2010-05-11 20:20:00;1194.4;2.95;0.019
2010-05-11 20:40:00;1197.0;2.88;0.019
2010-05-11 21:00:00;1198.5;2.84;0.019
2010-05-11 21:20:00;1194.9;2.79;0.019
2010-05-11 21:40:00;1197.6;2.78;0.019
2010-05-11 22:00:00;1200.6;2.70;0.019
2010-05-11 22:20:00;1199.7;2.66;0.019
2010-05-11 22:40:00;1200.1;2.51;0.019
2010-05-11 23:00:00;1196.1;2.48;0.019
2010-05-11 23:20:00;1197.0;2.45;0.019
2010-05-11 23:40:00;1197.0;2.32;0.019
2010-05-12 00:00:00;1196.8;2.24;0.019
2010-05-12 00:20:00;1197.1;2.18;0.019
2010-05-12 00:40:00;1195.2;2.06;0.019
2010-05-12 01:00:00;1196.1;1.94;0.019
2010-05-12 01:20:00;1195.2;1.90;0.019
2010-05-12 01:40:00;1196.3;1.82;0.019
2010-05-12 02:00:00;1195.8;1.75;0.019
2010-05-12 02:20:00;1191.6;1.62;0.019
2010-05-12 02:40:00;1194.4;1.56;0.019
2010-05-12 03:00:00;1189.2;1.43;0.019
2010-05-12 03:20:00;1191.1;1.36;0.019
2010-05-12 03:40:00;1193.5;1.28;0.019
2010-05-12 04:00:00;1191.6;1.24;0.019
2010-05-12 04:20:00;1193.3;1.15;0.019
2010-05-12 04:40:00;1194.4;1.10;0.019
2010-05-12 05:00:00;1190.6;1.00;0.019
2010-05-12 05:20:00;1183.2;0.87;0.019
2010-05-12 05:40:00;1184.9;0.87;0.019
2010-05-12 06:00:00;1187.0;0.84;0.019
2010-05-12 06:20:00;1188.0;0.78;0.019
2010-05-12 06:40:00;1188.5;0.72;0.019
2010-05-12 07:00:00;1188.0;0.66;0.019
2010-05-12 07:20:00;1184.6;0.70;0.019
2010-05-12 07:40:00;1186.6;0.69;0.019
2010-05-12 08:00:00;1183.2;0.69;0.020
2010-05-12 08:20:00;1182.5;0.72;0.020
2010-05-12 08:40:00;1180.1;0.81;0.020
2010-05-12 09:00:00;1176.7;0.91;0.020
2010-05-12 09:20:00;1184.8;1.01;0.020
2010-05-12 09:40:00;1178.8;1.15;0.020
2010-05-12 10:00:00;1178.4;1.26;0.020
2010-05-12 10:20:00;1176.2;1.33;0.021
2010-05-12 10:40:00;1178.6;1.43;0.021
2010-05-12 11:00:00;1176.4;1.52;0.021
2010-05-12 11:20:00;1176.7;1.64;0.021
2010-05-12 11:40:00;1174.5;1.73;0.021
2010-05-12 12:00:00;1171.9;1.86;0.022
2010-05-12 12:20:00;1172.4;1.98;0.022
2010-05-12 12:40:00;1171.7;2.07;0.022
2010-05-12 13:00:00;1167.6;2.17;0.022
2010-05-12 13:20:00;1168.4;2.31;0.022
2010-05-12 13:40:00;1171.7;2.46;0.023
2010-05-12 14:00:00;1169.5;2.63;0.023
2010-05-12 14:20:00;1170.5;2.83;0.023
2010-05-12 14:40:00;1166.6;3.04;0.023
2010-05-12 15:00:00;1163.5;3.21;0.023
2010-05-12 15:20:00;1170.2;3.36;0.023
2010-05-12 15:40:00;1168.1;3.45;0.023
2010-05-12 16:00:00;1163.1;3.52;0.022
2010-05-12 16:20:00;1169.7;3.63;0.022
2010-05-12 16:40:00;1170.2;3.72;0.022
2010-05-12 17:00:00;1164.0;3.79;0.020
2010-05-12 17:20:00;1168.5;3.90;0.020
2010-05-12 17:40:00;1167.1;3.99;0.019
2010-05-12 18:00:00;1168.1;4.06;0.018
2010-05-12 18:20:00;1164.5;4.09;0.017
2010-05-12 18:40:00;1166.2;4.13;0.019
2010-05-12 19:00:00;1167.3;4.20;0.026
2010-05-12 19:20:00;1164.7;4.21;0.026
2010-05-12 19:40:00;1165.0;4.24;0.026
2010-05-12 20:00:00;1168.1;4.30;0.026
2010-05-12 20:20:00;1158.3;4.34;0.026
2010-05-12 20:40:00;1169.3;4.34;0.026
2010-05-12 21:00:00;1172.1;4.36;0.026
2010-05-12 21:20:00;1164.7;4.35;0.026
2010-05-12 21:40:00;1171.7;4.23;0.026
2010-05-12 22:00:00;1170.9;4.15;0.026
2010-05-12 22:20:00;1167.6;4.01;0.026
2010-05-12 22:40:00;1166.9;3.76;0.026
2010-05-12 23:00:00;1173.2;3.63;0.026
2010-05-12 23:20:00;1172.1;3.48;0.026
2010-05-12 23:40:00;1168.1;3.14;0.025
2010-05-13 00:00:00;1175.0;3.07;0.026
2010-05-13 00:20:00;1167.8;2.81;0.025
2010-05-13 00:40:00;1165.3;2.55;0.025
2010-05-13 01:00:00;1167.2;2.38;0.025
2010-05-13 01:20:00;1169.1;2.16;0.025
2010-05-13 01:40:00;1172.4;1.93;0.024
2010-05-13 02:00:00;1167.9;1.74;0.024
2010-05-13 02:20:00;1166.0;1.57;0.024
2010-05-13 02:40:00;1167.7;1.43;0.024
2010-05-13 03:00:00;1155.2;1.18;0.024
2010-05-13 03:20:00;1162.3;1.08;0.024
2010-05-13 03:40:00;1154.7;0.88;0.023
2010-05-13 04:00:00;1160.2;0.78;0.023
2010-05-13 04:20:00;1157.8;0.61;0.023
2010-05-13 04:40:00;1159.3;0.42;0.023
2010-05-13 05:00:00;1160.2;0.26;0.023
2010-05-13 05:20:00;1166.9;0.14;0.023
2010-05-13 05:40:00;1154.3;0.01;0.023
2010-05-13 06:00:00;1155.7;-0.10;0.023
2010-05-13 06:20:00;1161.2;-0.18;0.022
2010-05-13 06:40:00;1157.1;-0.25;0.022
2010-05-13 07:00:00;1149.7;-0.33;0.022
2010-05-13 07:20:00;1150.0;-0.37;0.022
2010-05-13 07:40:00;1147.4;-0.35;0.022
2010-05-13 08:00:00;1147.8;-0.33;0.022
2010-05-13 08:20:00;1141.1;-0.31;0.022
2010-05-13 08:40:00;1141.8;-0.29;0.022
2010-05-13 09:00:00;1141.3;-0.24;0.022
2010-05-13 09:20:00;1139.4;-0.16;0.022
2010-05-13 09:40:00;1137.0;-0.05;0.022
2010-05-13 10:00:00;1130.3;0.02;0.022
2010-05-13 10:20:00;1140.1;0.09;0.022
2010-05-13 10:40:00;1139.4;0.20;0.022
2010-05-13 11:00:00;1130.8;0.30;0.023
2010-05-13 11:20:00;1138.5;0.40;0.023
2010-05-13 11:40:00;1136.3;0.63;0.023
2010-05-13 12:00:00;1138.1;0.94;0.023
2010-05-13 12:20:00;1138.5;1.11;0.023
2010-05-13 12:40:00;1132.9;1.34;0.023
2010-05-13 13:00:00;1140.1;1.50;0.023
2010-05-13 13:20:00;1142.9;1.68;0.023
2010-05-13 13:40:00;1144.0;1.88;0.024
2010-05-13 14:00:00;1147.1;2.04;0.024
2010-05-13 14:20:00;1147.8;2.16;0.024
2010-05-13 14:40:00;1139.2;2.31;0.024
2010-05-13 15:00:00;1140.3;2.38;0.024
2010-05-13 15:20:00;1141.7;2.56;0.024
2010-05-13 15:40:00;1139.2;2.80;0.024
2010-05-13 16:00:00;1136.5;2.94;0.024
2010-05-13 16:20:00;1134.8;3.13;0.024
2010-05-13 16:40:00;1133.9;3.26;0.024
2010-05-13 17:00:00;1129.0;3.32;0.024
2010-05-13 17:20:00;1128.3;3.43;0.024
2010-05-13 17:40:00;1127.1;3.59;0.025
2010-05-13 18:00:00;1127.9;3.63;0.025
2010-05-13 18:20:00;1123.3;3.69;0.025
2010-05-13 18:40:00;1120.9;3.96;0.025
2010-05-13 19:00:00;1118.8;4.23;0.025
2010-05-13 19:20:00;1116.6;4.40;0.025
2010-05-13 19:40:00;1116.4;4.59;0.025
2010-05-13 20:00:00;1116.8;4.80;0.025
2010-05-13 20:20:00;1117.8;4.98;0.025
2010-05-13 20:40:00;1115.6;5.16;0.026
2010-05-13 21:00:00;1112.5;5.33;0.026
2010-05-13 21:20:00;1112.0;5.53;0.026
2010-05-13 21:40:00;1112.3;5.63;0.026
2010-05-13 22:00:00;1113.7;5.63;0.026
2010-05-13 22:20:00;1114.0;5.53;0.026
2010-05-13 22:40:00;1110.8;5.33;0.026
2010-05-13 23:00:00;1106.1;5.09;0.026
2010-05-13 23:20:00;1103.9;4.86;0.025
2010-05-13 23:40:00;1101.0;4.59;0.025
2010-05-14 00:00:00;1103.9;4.31;0.025
2010-05-14 00:20:00;1106.8;4.05;0.025
2010-05-14 00:40:00;1105.2;3.77;0.025
2010-05-14 01:00:00;1103.3;3.47;0.024
2010-05-14 01:20:00;1100.3;3.20;0.024
2010-05-14 01:40:00;1097.9;2.90;0.024
2010-05-14 02:00:00;1103.7;2.65;0.024
2010-05-14 02:20:00;1102.0;2.35;0.024
2010-05-14 02:40:00;1101.3;2.10;0.024
2010-05-14 03:00:00;1098.0;1.85;0.023
2010-05-14 03:20:00;1102.8;1.61;0.023
2010-05-14 03:40:00;1097.2;1.36;0.023
2010-05-14 04:00:00;1100.4;1.14;0.023
2010-05-14 04:20:00;1100.4;0.92;0.023
2010-05-14 04:40:00;1101.4;0.71;0.022
2010-05-14 05:00:00;1099.7;0.49;0.022
2010-05-14 05:20:00;1096.6;0.26;0.022
2010-05-14 05:40:00;1099.7;-0.33;0.022
2010-05-14 06:00:00;1097.8;-0.44;0.021
2010-05-14 06:20:00;1088.5;-0.46;0.021
2010-05-14 06:40:00;1088.5;-0.46;0.022
2010-05-14 07:00:00;1084.4;-0.45;0.022
2010-05-14 07:20:00;1079.9;-0.45;0.022
2010-05-14 07:40:00;1082.2;-0.45;0.022
2010-05-14 08:00:00;1075.3;-0.45;0.022
2010-05-14 08:20:00;1078.4;-0.45;0.022
2010-05-14 08:40:00;1075.3;-0.45;0.021
2010-05-14 09:00:00;1074.8;-0.46;0.021
2010-05-14 09:20:00;1072.4;-0.46;0.021
2010-05-14 09:40:00;1069.1;-0.45;0.021
2010-05-14 10:00:00;1068.1;-0.46;0.021
2010-05-14 10:20:00;1066.0;-0.46;0.021
2010-05-14 10:40:00;1066.7;-0.45;0.021
2010-05-14 11:00:00;1063.3;-0.45;0.021
2010-05-14 11:20:00;1064.1;-0.40;0.021
2010-05-14 11:40:00;1065.3;-0.01;0.022
2010-05-14 12:00:00;1062.9;0.28;0.023
2010-05-14 12:20:00;1063.9;0.78;0.023
2010-05-14 12:40:00;1066.9;1.11;0.023
2010-05-14 13:00:00;1061.4;1.48;0.023
2010-05-14 13:20:00;1058.8;1.81;0.024
2010-05-14 13:40:00;1066.1;2.14;0.024
2010-05-14 14:00:00;1063.1;2.41;0.024
2010-05-14 14:20:00;1066.7;2.73;0.024
2010-05-14 14:40:00;1065.3;2.98;0.025
2010-05-14 15:00:00;1064.9;3.27;0.025
2010-05-14 15:20:00;1063.9;3.47;0.025
2010-05-14 15:40:00;1064.6;3.74;0.025
2010-05-14 16:00:00;1064.2;3.98;0.025
2010-05-14 16:20:00;1064.2;4.17;0.026
2010-05-14 16:40:00;1065.1;4.33;0.026
2010-05-14 17:00:00;1060.8;4.49;0.026
2010-05-14 17:20:00;1062.5;4.62;0.026
2010-05-14 17:40:00;1060.1;4.80;0.026
2010-05-14 18:00:00;1058.4;4.94;0.026
2010-05-14 18:20:00;1059.4;5.03;0.026
2010-05-14 18:40:00;1056.3;5.16;0.026
2010-05-14 19:00:00;1055.5;5.24;0.026
2010-05-14 19:20:00;1056.7;5.35;0.026
2010-05-14 19:40:00;1050.5;5.44;0.026
2010-05-14 20:00:00;1054.2;5.47;0.026
2010-05-14 20:20:00;1050.0;5.49;0.026
2010-05-14 20:40:00;1048.7;5.38;0.026
2010-05-14 21:00:00;1046.7;5.32;0.026
2010-05-14 21:20:00;1046.2;5.10;0.026
2010-05-14 21:40:00;1046.2;4.81;0.017
2010-05-14 22:00:00;1046.0;4.68;0.017
2010-05-14 22:20:00;1046.2;4.67;0.018
2010-05-14 22:40:00;1045.5;3.47;0.002
2010-05-14 23:00:00;1046.0;3.21;0.007
2010-05-14 23:20:00;1045.2;2.54;0.001
2010-05-14 23:40:00;1045.0;2.58;0.001
2010-05-15 00:00:00;1043.8;2.07;0.001
2010-05-15 00:20:00;1042.1;1.29;0.001
2010-05-15 00:40:00;1042.8;1.03;0.001
2010-05-15 01:00:00;1042.3;0.76;0.001
2010-05-15 01:20:00;1042.1;0.41;0.001
2010-05-15 01:40:00;1042.3;0.26;0.001
