Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Not Appl.
DATE       : 19/01/2015
TIME       : 12:21:11
FILENAME   : D:\Diver Office\CSV\bro_oevre_ctd_150119122111_88034.CSV
CREATED BY : SWS Diver-Office 3.0.90.7
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=13
  Status                  =Started =0
  Serial number           =.N19-88034  312.
  Instrument number       =                    
                          =0
  Location                =bro_oevre_ctd
  Sample period           =M20
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =0.0       cm
  Range                   =1000.0    cm
  Master level            =0         CM WC
  Altitude                =10        m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =30.000    mS/cm


[Series settings]
  Serial number           =.N19-88034  312.
  Instrument number       =                    
  Location                =bro_oevre_ctd
  Sample period           =00 00:20:00 0
  Sample method           =T   
  Start date / time       =00:00:00 15-05-14
  End date / time         =00:00:05 23-12-14
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =0.0       cm
  Range                   =1000.0    cm
  Master level            =0         CM WC
  Altitude                =10        m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.00    °C
  Range                   =100.00    °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =30.000    mS/cm


[Data]
16000
Date/time;Pressure[cm];Temperature[°C];1:Conductivity[mS/cm]
2014-05-17 18:20:00;1037.9;22.89;0.001
2014-05-17 18:40:00;1037.5;22.84;0.001
2014-05-17 19:00:00;1037.5;22.80;0.001
2014-05-17 19:20:00;1037.5;22.76;0.001
2014-05-17 19:40:00;1037.0;22.73;0.001
2014-05-17 20:00:00;1037.2;22.71;0.001
2014-05-17 20:20:00;1036.8;22.69;0.001
2014-05-17 20:40:00;1037.0;22.67;0.001
2014-05-17 21:00:00;1036.7;22.65;0.001
2014-05-17 21:20:00;1037.0;22.64;0.001
2014-05-17 21:40:00;1036.7;22.62;0.001
2014-05-17 22:00:00;1036.2;22.60;0.001
2014-05-17 22:20:00;1036.5;22.59;0.000
2014-05-17 22:40:00;1036.0;22.57;0.001
2014-05-17 23:00:00;1036.3;22.55;0.001
2014-05-17 23:20:00;1036.5;22.53;0.001
2014-05-17 23:40:00;1035.9;22.52;0.000
2014-05-18 00:00:00;1035.8;22.51;0.001
2014-05-18 00:20:00;1035.3;22.50;0.001
2014-05-18 00:40:00;1035.5;22.49;0.001
2014-05-18 01:00:00;1034.8;22.48;0.001
2014-05-18 01:20:00;1035.0;22.47;0.001
2014-05-18 01:40:00;1034.8;22.47;0.001
2014-05-18 02:00:00;1034.3;22.47;0.001
2014-05-18 02:20:00;1034.6;22.47;0.001
2014-05-18 02:40:00;1034.6;22.48;0.001
2014-05-18 03:00:00;1034.5;22.49;0.001
2014-05-18 03:20:00;1034.8;22.50;0.001
2014-05-18 03:40:00;1034.8;22.51;0.001
2014-05-18 04:00:00;1034.6;22.51;0.000
2014-05-18 04:20:00;1034.7;22.52;0.001
2014-05-18 04:40:00;1034.1;22.53;0.001
2014-05-18 05:00:00;1034.4;22.54;0.001
2014-05-18 05:20:00;1034.1;22.56;0.001
2014-05-18 05:40:00;1034.6;22.58;0.001
2014-05-18 06:00:00;1033.9;22.60;0.001
2014-05-18 06:20:00;1033.4;22.62;0.001
2014-05-18 06:40:00;1033.4;22.64;0.001
2014-05-18 07:00:00;1033.8;22.65;0.001
2014-05-18 07:20:00;1033.6;22.66;0.001
2014-05-18 07:40:00;1032.9;22.67;0.001
2014-05-18 08:00:00;1033.4;22.65;0.001
2014-05-18 08:20:00;1033.6;22.62;0.001
2014-05-18 08:40:00;1033.1;22.57;0.001
2014-05-18 09:00:00;1033.5;22.56;0.001
2014-05-18 09:20:00;1033.1;22.55;0.001
2014-05-18 09:40:00;1032.9;22.54;0.001
2014-05-18 10:00:00;1033.3;22.52;0.001
2014-05-18 10:20:00;1032.4;22.51;0.001
2014-05-18 10:40:00;1032.7;22.50;0.001
2014-05-18 11:00:00;1032.9;22.47;0.001
2014-05-18 11:20:00;1032.6;22.44;0.001
2014-05-18 11:40:00;1032.2;22.41;0.001
2014-05-18 12:00:00;1032.6;22.40;0.001
2014-05-18 12:20:00;1031.4;22.37;0.000
2014-05-18 12:40:00;1031.7;22.34;0.000
2014-05-18 13:00:00;1031.9;22.33;0.001
2014-05-18 13:20:00;1031.2;22.32;0.001
2014-05-18 13:40:00;1031.9;22.32;0.001
2014-05-18 14:00:00;1031.7;22.32;0.001
2014-05-18 14:20:00;1031.2;22.35;0.001
2014-05-18 14:40:00;1031.4;22.34;0.001
2014-05-18 15:00:00;1031.2;22.35;0.001
2014-05-18 15:20:00;1031.0;22.43;0.001
2014-05-18 15:40:00;1031.9;22.24;0.001
2014-05-18 16:00:00;1031.2;21.88;0.000
2014-05-18 16:20:00;1031.5;21.82;0.001
2014-05-18 16:40:00;1031.0;21.78;0.001
2014-05-18 17:00:00;1031.4;21.75;0.001
2014-05-18 17:20:00;1031.4;21.71;0.000
2014-05-18 17:40:00;1031.4;21.69;0.001
2014-05-18 18:00:00;1031.2;21.94;0.000
2014-05-18 18:20:00;1031.2;22.31;0.001
2014-05-18 18:40:00;1031.3;22.52;0.001
2014-05-18 19:00:00;1031.2;22.60;0.001
2014-05-18 19:20:00;1031.2;22.61;0.001
2014-05-18 19:40:00;1031.4;22.59;0.001
2014-05-18 20:00:00;1031.4;22.55;0.001
2014-05-18 20:20:00;1031.2;22.51;0.001
2014-05-18 20:40:00;1030.7;22.46;0.001
2014-05-18 21:00:00;1031.0;22.41;0.001
2014-05-18 21:20:00;1031.2;22.35;0.001
2014-05-18 21:40:00;1031.0;22.30;0.001
2014-05-18 22:00:00;1031.0;22.25;0.001
2014-05-18 22:20:00;1030.7;22.20;0.001
2014-05-18 22:40:00;1031.2;22.16;0.001
2014-05-18 23:00:00;1031.0;22.11;0.001
2014-05-18 23:20:00;1030.5;22.07;0.001
2014-05-18 23:40:00;1031.0;22.03;0.001
2014-05-19 00:00:00;1031.2;22.00;0.001
2014-05-19 00:20:00;1031.2;21.96;0.000
2014-05-19 00:40:00;1031.4;21.93;0.001
2014-05-19 01:00:00;1030.7;21.90;0.001
2014-05-19 01:20:00;1030.7;21.86;0.001
2014-05-19 01:40:00;1030.9;21.83;0.001
2014-05-19 02:00:00;1030.7;21.80;0.001
2014-05-19 02:20:00;1030.9;21.79;0.001
2014-05-19 02:40:00;1032.6;21.75;0.001
2014-05-19 03:00:00;1031.7;21.64;0.001
2014-05-19 03:20:00;1031.7;21.77;0.001
2014-05-19 03:40:00;1031.9;21.90;0.001
2014-05-19 04:00:00;1031.9;22.22;0.001
2014-05-19 04:20:00;1032.4;22.77;0.001
2014-05-19 04:40:00;949.0;23.11;0.001
2014-05-19 05:00:00;949.0;23.20;0.001
2014-05-19 05:20:00;949.0;23.15;0.001
2014-05-19 05:40:00;949.0;23.05;0.001
2014-05-19 06:00:00;949.0;22.98;0.001
2014-05-19 06:20:00;949.0;22.91;0.000
2014-05-19 06:40:00;949.0;22.85;0.001
2014-05-19 07:00:00;949.0;22.78;0.001
2014-05-19 07:20:00;949.0;22.71;0.001
2014-05-19 07:40:00;949.0;22.64;0.001
2014-05-19 08:00:00;949.0;22.58;0.001
2014-05-19 08:20:00;949.0;22.53;0.001
2014-05-19 08:40:00;1041.8;22.55;0.001
2014-05-19 09:00:00;1035.8;22.58;0.001
2014-05-19 09:20:00;1036.0;22.32;0.001
2014-05-19 09:40:00;1037.9;21.15;0.001
2014-05-19 10:00:00;1038.3;20.56;0.001
2014-05-19 10:20:00;1038.6;21.35;0.001
2014-05-19 10:40:00;1038.6;21.17;0.001
2014-05-19 11:00:00;1038.6;21.04;0.001
2014-05-19 11:20:00;1039.1;21.01;0.001
2014-05-19 11:40:00;1037.2;21.12;0.001
2014-05-19 12:00:00;1036.2;21.36;0.001
2014-05-19 12:20:00;1026.4;21.50;0.001
2014-05-19 12:40:00;1014.1;21.55;0.001
2014-05-19 13:00:00;1011.4;21.76;0.001
2014-05-19 13:20:00;1000.9;22.02;0.001
2014-05-19 13:40:00;1001.6;19.78;0.001
2014-05-19 14:00:00;1002.0;18.42;0.001
2014-05-19 14:20:00;1003.0;18.07;0.001
2014-05-19 14:40:00;1003.5;18.34;0.001
2014-05-19 15:00:00;982.8;19.04;0.001
2014-05-19 15:20:00;1003.3;19.37;0.001
2014-05-19 15:40:00;1014.3;19.48;0.001
2014-05-19 16:00:00;1030.7;19.66;0.000
2014-05-19 16:20:00;1039.1;19.85;0.001
2014-05-19 16:40:00;1040.7;19.92;0.001
2014-05-19 17:00:00;1040.7;19.97;0.001
2014-05-19 17:20:00;1041.0;20.18;0.001
2014-05-19 17:40:00;1040.5;20.37;0.001
2014-05-19 18:00:00;1040.7;20.52;0.001
2014-05-19 18:20:00;1040.5;20.63;0.001
2014-05-19 18:40:00;1040.6;20.72;0.001
2014-05-19 19:00:00;1040.5;20.81;0.001
2014-05-19 19:20:00;1040.6;20.87;0.001
2014-05-19 19:40:00;1040.7;20.91;0.001
2014-05-19 20:00:00;1040.5;20.96;0.001
2014-05-19 20:20:00;1040.5;21.01;0.000
2014-05-19 20:40:00;1040.8;21.05;0.000
2014-05-19 21:00:00;1041.5;21.06;0.001
2014-05-19 21:20:00;1041.1;21.10;0.001
2014-05-19 21:40:00;1041.5;21.12;0.001
2014-05-19 22:00:00;1041.1;21.14;0.001
2014-05-19 22:20:00;1041.2;21.14;0.001
2014-05-19 22:40:00;1040.6;21.16;0.000
2014-05-19 23:00:00;1040.9;21.18;0.001
2014-05-19 23:20:00;1041.5;21.18;0.001
2014-05-19 23:40:00;1041.0;21.17;0.001
2014-05-20 00:00:00;1041.1;21.19;0.000
2014-05-20 00:20:00;1040.6;21.18;0.001
2014-05-20 00:40:00;1040.7;21.17;0.001
2014-05-20 01:00:00;1040.9;21.18;0.001
2014-05-20 01:20:00;1040.6;21.18;0.001
2014-05-20 01:40:00;1040.7;21.18;0.001
2014-05-20 02:00:00;1041.0;21.17;0.001
2014-05-20 02:20:00;1040.2;21.18;0.001
2014-05-20 02:40:00;1040.4;21.18;0.000
2014-05-20 03:00:00;1041.0;21.17;0.001
2014-05-20 03:20:00;1040.7;21.17;0.001
2014-05-20 03:40:00;1040.8;21.18;0.001
2014-05-20 04:00:00;1040.7;21.19;0.001
2014-05-20 04:20:00;1040.3;21.19;0.000
2014-05-20 04:40:00;1040.8;21.23;0.001
2014-05-20 05:00:00;1040.3;22.21;0.001
2014-05-20 05:20:00;1040.6;22.65;0.001
2014-05-20 05:40:00;1043.6;14.32;0.001
2014-05-20 06:00:00;1042.4;9.05;0.001
2014-05-20 06:20:00;1040.1;15.06;0.001
2014-05-20 06:40:00;1039.5;17.52;0.001
2014-05-20 07:00:00;1039.7;18.85;0.001
2014-05-20 07:20:00;1039.5;19.11;0.001
2014-05-20 07:40:00;1042.2;20.30;0.001
2014-05-20 08:00:00;1043.6;18.65;0.001
2014-05-20 08:20:00;1043.1;16.19;0.001
2014-05-20 08:40:00;1039.6;14.03;0.001
2014-05-20 09:00:00;1026.2;13.83;0.001
2014-05-20 09:20:00;1017.4;13.52;0.001
2014-05-20 09:40:00;1001.7;14.38;0.001
2014-05-20 10:00:00;1000.8;16.42;0.001
2014-05-20 10:20:00;1001.4;20.36;0.001
2014-05-20 10:40:00;1001.0;25.63;0.001
2014-05-20 11:00:00;1000.5;28.39;0.001
2014-05-20 11:20:00;1000.6;29.43;0.001
2014-05-20 11:40:00;1000.3;28.61;0.001
2014-05-20 12:00:00;999.8;28.17;0.001
2014-05-20 12:20:00;1005.1;27.61;0.001
2014-05-20 12:40:00;1015.9;25.38;0.001
2014-05-20 13:00:00;1023.3;23.69;0.001
2014-05-20 13:20:00;1034.4;22.38;0.001
2014-05-20 13:40:00;1035.0;21.44;0.001
2014-05-20 14:00:00;1037.1;22.47;0.001
2014-05-20 14:20:00;1040.3;21.15;0.001
2014-05-20 14:40:00;1036.9;19.46;0.001
2014-05-20 15:00:00;1039.5;20.42;0.001
2014-05-20 15:20:00;1039.8;10.70;0.001
2014-05-20 15:40:00;1039.5;6.47;0.001
2014-05-20 16:00:00;1039.5;5.17;0.000
2014-05-20 16:20:00;1039.5;4.56;0.000
2014-05-20 16:40:00;1039.3;4.63;0.000
2014-05-20 17:00:00;1039.0;4.96;0.000
2014-05-20 17:20:00;1039.3;4.93;0.000
2014-05-20 17:40:00;1039.5;4.74;0.000
2014-05-20 18:00:00;1039.5;4.15;0.000
2014-05-20 18:20:00;1039.4;3.81;0.000
2014-05-20 18:40:00;1039.5;4.02;0.000
2014-05-20 19:00:00;1039.7;4.14;0.001
2014-05-20 19:20:00;1039.5;4.04;0.001
2014-05-20 19:40:00;1039.3;4.01;0.000
2014-05-20 20:00:00;1039.3;4.02;0.001
2014-05-20 20:20:00;1039.7;3.83;0.001
2014-05-20 20:40:00;1039.5;3.73;0.001
2014-05-20 21:00:00;1039.5;3.45;0.001
2014-05-20 21:20:00;1039.5;3.43;0.001
2014-05-20 21:40:00;1039.7;3.29;0.000
2014-05-20 22:00:00;1040.1;3.08;0.000
2014-05-20 22:20:00;1039.5;2.81;0.000
2014-05-20 22:40:00;1039.7;2.73;0.000
2014-05-20 23:00:00;1039.5;2.84;0.000
2014-05-20 23:20:00;1039.5;2.69;0.000
2014-05-20 23:40:00;1039.7;2.54;0.000
2014-05-21 00:00:00;1040.1;2.52;0.000
2014-05-21 00:20:00;1039.9;2.44;0.000
2014-05-21 00:40:00;1039.7;2.40;0.000
2014-05-21 01:00:00;1040.0;2.32;0.000
2014-05-21 01:20:00;1039.9;2.24;0.000
2014-05-21 01:40:00;1040.1;2.13;0.000
2014-05-21 02:00:00;1040.1;2.01;0.000
2014-05-21 02:20:00;1040.6;1.88;0.000
2014-05-21 02:40:00;1040.5;1.78;0.000
2014-05-21 03:00:00;1041.1;1.72;0.000
2014-05-21 03:20:00;1041.2;1.68;0.000
2014-05-21 03:40:00;1041.3;1.62;0.000
2014-05-21 04:00:00;1041.6;1.57;0.000
2014-05-21 04:20:00;1041.8;1.51;0.000
2014-05-21 04:40:00;1041.8;1.47;0.000
2014-05-21 05:00:00;1042.1;1.49;0.000
2014-05-21 05:20:00;1042.1;1.51;0.000
2014-05-21 05:40:00;1042.8;1.54;0.000
2014-05-21 06:00:00;1042.8;1.46;0.000
2014-05-21 06:20:00;1042.8;1.44;0.000
2014-05-21 06:40:00;1042.5;1.49;0.000
2014-05-21 07:00:00;1043.0;1.46;0.000
2014-05-21 07:20:00;1043.0;1.44;0.000
2014-05-21 07:40:00;1042.8;1.51;0.000
2014-05-21 08:00:00;1042.8;1.64;0.000
2014-05-21 08:20:00;1042.8;1.67;0.000
2014-05-21 08:40:00;1043.0;1.88;0.000
2014-05-21 09:00:00;1042.6;2.07;0.000
2014-05-21 09:20:00;1042.5;2.24;0.000
2014-05-21 09:40:00;1042.5;2.36;0.000
2014-05-21 10:00:00;1042.1;2.46;0.000
2014-05-21 10:20:00;1042.3;2.61;0.000
2014-05-21 10:40:00;1042.1;2.83;0.000
2014-05-21 11:00:00;1041.8;3.03;0.000
2014-05-21 11:20:00;1041.3;3.28;0.001
2014-05-21 11:40:00;1041.2;3.61;0.001
2014-05-21 12:00:00;1040.7;3.93;0.001
2014-05-21 12:20:00;1040.0;4.17;0.001
2014-05-21 12:40:00;1040.2;4.58;0.001
2014-05-21 13:00:00;1039.7;5.11;0.001
2014-05-21 13:20:00;1039.7;5.27;0.001
2014-05-21 13:40:00;1039.7;4.55;0.001
2014-05-21 14:00:00;1040.0;4.01;0.001
2014-05-21 14:20:00;1040.5;3.55;0.001
